convencional	nuclear
conveniente	desaconsejado
conveniente	inadecuado
conveniente	incómodo
conveniente	inigual
conveniente	molesto
convexo	cóncavo
convincente	dudoso
correcto	erróneo
correcto	grosero
correcto	incorrecto
correcto	injusto
corriente	insólito
corto	extenso
corto	largo
cortés	grosero
costero	interior
crucial	insignificante
crudo	maduro
cruel	simpático
crónico	severo
cuadrado	redondo
cualitativo	cuantitativo
cubierto	descubierto
cuidadoso	descuidado
cuidadoso	despreocupado
cuidadoso	olvidadizo
cuidadoso	torpe
culpable	inocente
cumplido	grosero
cumplidor	informal
cálido	distante
cálido	fresco
cálido	frío
cívico	grosero
cómodo	incómodo
debido	indebido
debilitador	energizante
debilitador	vigorizante
debilitante	energizante
debilitante	vigorizante
defectuoso	perfecto
defensivo	ofensivo
definido	impreciso
definido	indefinida
definido	indefinido
definido	inexacto
definido	vago
definitivo	indefinida
definitivo	indefinido
delantero	posterior
delantero	trasero
delgado	espeso
delgado	grueso
dependiente	independiente
derecho	izquierdo
derrochador	económico
derrochador	frugal
derrochador	prudente
derrochar	económico
derrochar	frugal
derrochar	prudente
desagradable	encantador
desagradable	grato
desagradable	hermoso
desagradable	placentero
desagradable	precioso
desagradable	satisfactorio
desaparejado	equipado
desapercibido	sensible
desarreglado	limpio
desaseado	limpio
desconocido	familiar
desconocido	reconocido
desconocido	sabido
descriptivo	normativo
descubierto	envainado
descubierto	protegido
descubierto	recubierto
deseable	indeseable
desenredado	enredado
desenroscado	enrollado
desenroscado	enroscado
desequipado	equipado
desfavorable	favorable
desfavorable	ventajoso
desgarbado	hábil
desgraciado	oportuno
deshonesto	honesto
deshonesto	honorable
deshonroso	honesto
deshonroso	honorable
desobediente	obediente
desocupado	ocupado
desordenado	limpio
desorganizado	limpio
despreciable	simpático
desventajoso	ventajoso
detectado	indetectado
diferente	equivalente
diferente	igual
diferente	parecido
diferente	semejante
diferente	similar
difícil	fácil
digno	indigno
dinámico	inactivo
directo	indirecto
discernible	indiscernible
discreto	evidente
discreto	obvio
discutible	indiscutible
disgustado	satisfecho
distante	íntimo
distinto	igual
distinto	parecido
distinto	semejante
distinto	similar
diversificado	indiferenciado
divertido	solemne
dudoso	seguro
dulce	seco
dulce	ácido
duro	fácil
duro	sensible
duro	suave
duro	suavizado
duro	tierno
débil	fuerte
débil	poderoso
dócil	salvaje
dócil	tozudo
educado	grosero
eficaz	incapaz
eficaz	inútil
eficaz	vano
elaborado	escueto
elaborado	sencillo
elaborado	simple
empeorado	mejor
empeorado	mejorado
empeoramiento	mejorado
empírico	teórico
encantador	feo
endocrino	exocrino
endogénico	exógeno
endurecido	suavizado
endógeno	exógeno
enfermo	sano
enrollado	recto
enroscado	recto
entero	roto
escrito	improvisado
escueto	producido
escueto	sofisticado
esencial	implorante
esencial	innecesario
esencial	orante
esencial	suplicante
específico	general
estable	inestable
estable	temporal
estreñido	laxante
estéril	fértil
estéril	productivo
estúpido	listo
evidente	invisible
exacto	impreciso
exacto	inexacto
excepcional	habitual
excepcional	normal
excepcional	usual
exigente	fácil
extenso	incompleto
extenso	parcial
exterior	interior
externo	interno
extranjero	interior
extraordinario	habitual
extraordinario	normal
extraordinario	usual
extraño	familiar
extremo	próximo
facultativo	preventivo
falible	infalible
falsa	ingenuo
falseado	genuino
falseado	real
falseado	verdadero
falsificado	genuino
falsificado	real
falsificado	verdadero
falso	genuino
falso	real
falso	verdadero
fastidioso	grato
feliz	triste
femenino	masculino
femenino	neutro
feo	hermoso
feo	precioso
fiel	infiel
fijo	indefinida
fijo	indefinido
fijo	temporal
finito	infinito
fino	indiscriminado
flexible	inflexible
flexible	intransigente
flexible	resistente
flojo	poderoso
formal	informal
fresco	rancio
fuerte	ligero
fuerte	suave
funcional	orgánico
fundamental	implorante
fundamental	orante
fundamental	suplicante
futuro	presente
físico	mental
general	local
generosa	rancio
generoso	rancio
genuino	imitado
genuino	imitativo
global	incompleto
global	parcial
gracioso	solemne
gran	menudo
gran	pequeño
grande	menudo
grande	pequeño
grato	grosero
grato	molesto
grato	ofensivo
habitual	insólito
heterogéneo	homogéneo
hipócrita	sincero
hondo	superficial
honesto	insincero
honorable	insincero
horizontal	inclinado
horizontal	vertical
horrible	simpático
humilde	orgulloso
hábil	torpe
hábil	tosco
húmedo	seco
identificable	inidentificable
idóneo	inadecuado
idóneo	inigual
ignorado	reconocido
igual	inadecuado
igual	inigual
ilegal	legal
ilegal	legítimo
ilegal	lícito
ilegítimo	legítimo
imbécil	listo
imitado	real
imitado	verdadero
imitativo	real
imitativo	verdadero
impar	par
imperfecto	perfecto
implacable	placable
implorante	primordial
impolítico	prudente
impolítico	sensato
importante	insignificante
imposible	posible
impreciso	marcado
impreciso	preciso
improductivo	productivo
impropicio	propicio
imprudente	prudente
impuro	purificado
impío	sagrado
impío	santo
inadecuado	oportuno
inadvertido	notable
inadvertido	sensible
inanimado	vivaz
inanimado	vivo
incapaz	útil
incierto	inevitable
incierto	seguro
inclinado	vertical
increíble	verosímil
incógnito	sabido
indefinida	preciso
indefinida	seguro
indefinido	preciso
indefinido	seguro
indigno	merecido
inexacto	preciso
inferior	lateral
inferior	mayor
inferior	superior
infructuoso	productivo
infructífero	productivo
ingenuo	insincera
ingenuo	insincero
inicuo	justo
inicuo	recto
injusto	justo
injusto	recto
inmaduro	maduro
inmaduro	medio
inmaduro	temprano
inmóvil	móvil
innecesario	necesario
inolvidable	olvidable
inoperativa	operativo
inoperativo	operativo
inoportuno	oportuno
inquietante	reconfortante
inquieto	pacífico
inquieto	relajado
inquieto	tranquilo
insatisfactorio	satisfactorio
inseguro	posible
inseguro	probable
inseguro	seguro
insensato	prudente
insociable	social
inspirador	mediocre
insuficiente	suficiente
insumiso	servil
insólito	normal
insólito	ordinario
insólito	usual
intenso	ligero
intenso	suave
internacional	nacional
inusual	típico
invisible	obvio
invisible	visible
inánime	vivaz
inánime	vivo
inútil	útil
irreal	natural
irregular	regular
irregular	uniforme
irreligioso	religioso
joven	viejo
justo	parcial
laico	religioso
lateral	superior
laxo	rígido
laxo	tenso
laxo	tirante
lejano	íntimo
lento	rápido
lento	veloz
limpio	sucio
liso	áspero
listo	tonto
llano	áspero
lleno	vacío
local	nacional
luminoso	oscuro
líquido	sólido
maduro	verde
masculino	neutro
mayor	menor
medio	tardío
medio	temprano
mejor	peor
menor	principal
meridional	septentrional
moreno	rubio
muerto	vivo
máximo	mínimo
médico	operatorio
médico	quirúrgico
natural	sobrenatural
negativo	positivo
negativo	útil
ningún	todo
normal	paralelo
nuevo	viejo
nulo	válido
objetivo	subjetivo
occidental	oriental
odioso	simpático
orante	primordial
oscuro	pálido
pacífico	turbulento
pagano	religioso
parcial	recto
perfecto	relativo
permanente	temporal
perverso	virtuoso
pobre	rico
posible	real
posible	verdadero
posterior	previo
potencial	real
potencial	verdadero
precedente	siguiente
precedente	subsiguiente
previo	subsiguiente
previo	ulterior
primario	secundario
primero	segundo
primero	último
primordial	suplicante
principal	secundario
principal	siguiente
privado	público
producido	sencillo
producido	simple
productivo	yermo
profundo	superficial
puro	relativo
relajado	tenso
relativo	total
remota	íntimo
remoto	íntimo
resistente	tierno
ruidoso	silencioso
rural	urbano
rígido	suelto
sabio	tonto
seguro	tímido
sencillo	sofisticado
severo	tierno
simple	sofisticado
suave	áspero
suelto	tenso
suelto	tirante
tardío	temprano
tónico	átono
vano	útil
